47.082233665,15.456884582
47.082231561,15.456880106
47.082226635,15.456868196
47.082232203,15.456845209
47.082224596,15.456860483
47.082223534,15.456865355
47.082213458,15.456872886
47.082208683,15.456866916
47.082201686,15.456864053
47.082200026,15.456870699
47.082204063,15.456869521
